Economie,Jaar,CO2,N2O,CH4,Broeikasgas-equivalent,NOx,SO2,NH3,Zuur-equivalent,CFK12-equivalent,CO,NMVOS,PM10
Overige industrie en reparatie,1992,525,0.0,0.1,528,3.2,0.3,0.0,0.1,11.9,6.3,3.4,0.3
Overige industrie en reparatie,1993,530,0.0,0.1,533,3.4,0.3,0.0,0.1,8.1,6.6,3.2,0.3
Overige industrie en reparatie,1994,530,0.0,0.1,533,3.0,0.3,0.0,0.1,4.2,6.9,2.9,0.2
Overige industrie en reparatie,1995,540,0.0,0.1,543,2.9,0.2,0.0,0.1,0.4,7.0,2.8,0.2
Overige industrie en reparatie,1996,566,0.0,0.1,569,3.0,0.2,0.0,0.1,0.3,7.7,2.8,0.2
Overige industrie en reparatie,1997,569,0.0,0.1,572,2.9,0.1,0.0,0.1,0.2,8.0,1.5,0.2
Overige industrie en reparatie,1998,562,0.0,0.1,566,2.9,0.1,0.0,0.1,0.1,7.6,2.3,0.2
Overige industrie en reparatie,1999,584,0.0,0.1,588,2.9,0.1,0.0,0.1,0.0,7.6,1.4,0.2
Overige industrie en reparatie,2000,553,0.0,0.1,556,2.8,0.1,0.0,0.1,0.0,6.7,2.0,0.2
Overige industrie en reparatie,2001,567,0.0,0.1,570,2.8,0.1,0.0,0.1,0.9,6.7,1.8,0.2
Overige industrie en reparatie,2002,589,0.0,0.1,593,2.6,0.1,0.0,0.1,1.0,7.1,1.8,0.2
Overige industrie en reparatie,2003,563,0.0,0.1,566,2.6,0.1,0.0,0.1,0.0,6.7,1.8,0.2
Overige industrie en reparatie,2004,607,0.0,0.1,611,2.6,0.1,0.0,0.1,0.0,8.1,1.7,0.2
Overige industrie en reparatie,2005,596,0.0,0.1,600,2.5,0.1,0.0,0.1,0.0,7.9,1.7,0.2
Overige industrie en reparatie,2006,561,0.0,0.1,566,2.3,0.1,0.0,0.1,0.0,7.9,1.7,0.1
Overige industrie en reparatie,2007,501,0.0,0.1,505,2.3,0.0,0.0,0.1,0.0,4.9,1.5,0.1
Overige industrie en reparatie,2008,541,0.0,0.1,547,2.2,0.0,0.0,0.1,0.0,5.6,1.6,0.1
Overige industrie en reparatie,2009,544,0.0,0.1,551,2.1,0.0,0.0,0.0,0.0,9.7,1.6,0.1
Overige industrie en reparatie,2010,548,0.0,0.1,555,2.0,0.0,0.0,0.0,0.0,9.8,1.9,0.1
Overige industrie en reparatie,2011,644,0.0,0.1,651,2.1,0.0,0.0,0.0,0.0,9.7,1.9,0.1
Overige industrie en reparatie,2012,654,0.0,0.1,661,2.1,0.0,0.0,0.0,0.0,8.6,1.6,0.1
Overige industrie en reparatie,2013,618,0.0,0.1,625,2.1,0.0,0.0,0.0,0.0,7.8,1.5,0.1
Overige industrie en reparatie,2014,582,0.0,0.1,589,1.9,0.0,0.0,0.0,0.0,7.2,1.5,0.1
Overige industrie en reparatie,2015,589,0.0,0.1,596,1.7,0.0,0.0,0.0,0.0,7.0,1.4,0.1
Overige industrie en reparatie,2016,599,0.0,0.1,606,1.6,0.0,0.0,0.0,0.0,7.2,1.1,0.1
Overige industrie en reparatie,2017,604,0.0,0.1,612,1.4,0.0,0.0,0.0,0.0,7.1,1.2,0.1
Overige industrie en reparatie,2018,596,0.0,0.1,604,1.6,0.0,0.0,0.0,0.0,7.1,1.1,0.1
Overige industrie en reparatie,2019,627,0.0,0.1,635,1.6,0.0,0.0,0.0,0.0,7.0,1.1,0.1
Energievoorziening,1990,39538,0.4,1.5,39689,78.6,44.2,0.0,3.1,0.0,8.3,1.2,1.5
Energievoorziening,1991,40028,0.3,1.8,40177,71.5,34.0,0.0,2.6,0.0,9.1,1.2,1.3
Energievoorziening,1992,40573,0.3,1.9,40723,74.2,29.2,0.0,2.5,0.0,9.8,1.2,1.2
Energievoorziening,1993,41829,0.3,2.1,41981,70.5,22.8,0.0,2.2,0.0,10.4,1.2,1.0
Energievoorziening,1994,45666,0.4,2.2,45834,63.7,16.1,0.0,1.9,0.0,11.0,1.3,0.8
Energievoorziening,1995,47864,0.4,2.3,48042,60.5,16.4,0.0,1.8,0.0,11.0,1.2,0.6
Energievoorziening,1996,48390,0.4,2.6,48571,59.3,18.5,0.0,1.9,0.0,16.9,1.7,0.6
Energievoorziening,1997,48576,0.4,2.7,48755,54.2,11.9,0.0,1.5,0.0,19.9,1.7,0.5
Energievoorziening,1998,50399,0.4,2.8,50586,52.2,10.5,0.0,1.5,0.0,15.1,1.2,0.6
Energievoorziening,1999,47473,0.3,2.9,47646,55.3,11.6,0.0,1.6,0.0,20.8,3.8,0.5
Energievoorziening,2000,48941,0.4,3.0,49128,49.8,14.8,0.0,1.5,0.0,17.9,1.8,0.4
Energievoorziening,2001,52912,0.4,3.2,53118,47.4,15.5,0.0,1.5,0.0,16.6,0.6,0.4
Energievoorziening,2002,54370,0.4,3.4,54587,47.7,13.7,0.0,1.5,0.0,17.7,0.7,0.6
Energievoorziening,2003,54821,0.4,3.3,55034,49.5,13.9,0.1,1.5,0.0,18.7,1.0,0.5
Energievoorziening,2004,56636,0.5,3.7,56865,43.6,10.6,0.1,1.3,0.0,12.6,1.2,0.5
Energievoorziening,2005,55185,0.5,4.0,55434,42.4,9.8,0.2,1.2,0.0,12.3,1.0,0.5
Energievoorziening,2006,50799,0.5,3.8,51032,38.2,9.6,0.0,1.1,0.0,10.1,1.3,0.4
Energievoorziening,2007,52638,0.4,3.5,52859,30.3,8.6,0.0,0.9,0.0,6.8,0.7,0.3
Energievoorziening,2008,52362,0.4,3.6,52578,26.0,6.1,0.1,0.8,0.0,7.5,0.7,0.3
Energievoorziening,2009,52987,0.5,3.9,53219,24.4,6.1,0.0,0.7,0.0,8.4,0.8,0.4
Energievoorziening,2010,55684,0.5,4.2,55928,23.5,6.4,0.0,0.7,0.0,8.6,0.8,0.3
Energievoorziening,2011,51228,0.4,3.9,51453,19.4,6.4,0.0,0.6,0.0,6.9,0.8,0.1
Energievoorziening,2012,48177,0.5,3.3,48396,18.7,7.9,0.0,0.7,0.0,8.6,1.5,0.1
Energievoorziening,2013,47309,0.4,3.0,47512,19.2,9.2,0.0,0.7,0.0,8.6,1.9,0.2
Energievoorziening,2014,50339,0.5,2.8,50547,16.4,8.4,0.0,0.6,0.0,7.3,1.7,0.3
Energievoorziening,2015,54770,0.6,3.4,55022,17.2,8.4,0.1,0.6,0.0,7.0,0.8,0.4
Energievoorziening,2016,53770,0.5,3.5,54014,14.7,5.8,0.1,0.5,0.0,7.0,0.7,0.3
Energievoorziening,2017,50072,0.5,3.3,50292,13.5,4.1,0.1,0.4,0.0,6.8,0.7,0.2
Energievoorziening,2018,46495,0.4,3.3,46699,12.9,3.8,0.1,0.4,0.0,7.1,0.7,0.2
Energievoorziening,2019,45440,0.4,4.1,45653,12.5,2.4,0.1,0.4,0.0,7.0,0.7,0.1
Waterbedrijven en afvalbeheer,1990,3124,0.6,2.7,3368,9.3,4.6,0.0,0.3,189.2,5.3,0.8,1.0
Waterbedrijven en afvalbeheer,1991,3236,0.6,3.1,3491,9.3,4.2,0.2,0.3,174.9,4.9,0.9,0.9
Waterbedrijven en afvalbeheer,1992,3150,0.6,4.1,3441,9.2,3.8,0.3,0.3,160.5,4.5,1.0,0.7
Waterbedrijven en afvalbeheer,1993,3514,0.7,5.3,3860,10.1,1.7,0.4,0.3,146.2,4.1,1.1,0.6
Waterbedrijven en afvalbeheer,1994,3379,0.8,6.6,3772,7.2,1.2,0.6,0.2,131.8,3.6,1.1,0.4
Waterbedrijven en afvalbeheer,1995,3686,0.8,7.7,4118,6.0,0.8,0.4,0.2,117.5,3.1,1.2,0.3
Waterbedrijven en afvalbeheer,1996,4535,0.9,8.2,5003,5.1,0.6,0.4,0.2,87.7,3.5,1.5,0.2
Waterbedrijven en afvalbeheer,1997,5304,0.9,8.3,5780,6.0,0.4,0.2,0.2,85.3,3.0,1.2,0.2
Waterbedrijven en afvalbeheer,1998,5575,0.9,7.8,6034,6.0,0.4,0.3,0.2,82.6,3.1,0.8,0.2
Waterbedrijven en afvalbeheer,1999,5816,0.9,7.9,6271,7.4,0.4,0.3,0.2,109.5,2.6,0.4,0.1
Waterbedrijven en afvalbeheer,2000,5891,0.9,8.1,6351,5.4,0.2,0.4,0.1,111.0,2.9,0.5,0.1
Waterbedrijven en afvalbeheer,2001,5754,0.8,7.9,6203,4.8,0.2,0.4,0.1,106.9,2.6,0.6,0.1
Waterbedrijven en afvalbeheer,2002,5973,0.8,7.9,6421,4.5,0.1,0.4,0.1,102.5,2.5,0.4,0.1
Waterbedrijven en afvalbeheer,2003,5972,0.8,7.6,6407,4.2,0.1,0.3,0.1,97.6,2.5,0.3,0.1
Waterbedrijven en afvalbeheer,2004,6309,0.8,7.8,6752,4.2,0.2,0.4,0.1,92.4,2.8,0.4,0.1
Waterbedrijven en afvalbeheer,2005,6228,0.8,8.1,6682,4.6,0.2,0.4,0.1,86.9,2.9,0.4,0.1
Waterbedrijven en afvalbeheer,2006,6437,0.8,7.8,6875,4.6,0.3,0.4,0.1,81.3,3.0,0.3,0.2
Waterbedrijven en afvalbeheer,2007,6777,0.8,7.7,7215,4.8,0.3,0.4,0.1,75.5,2.4,0.3,0.1
Waterbedrijven en afvalbeheer,2008,7653,0.8,7.5,8085,5.1,0.3,0.4,0.1,69.6,2.9,0.3,0.1
Waterbedrijven en afvalbeheer,2009,8415,0.8,5.1,8792,5.2,0.3,0.4,0.1,63.7,3.6,0.4,0.1
Waterbedrijven en afvalbeheer,2010,8392,0.8,4.9,8754,5.2,0.4,0.3,0.1,57.8,4.3,0.3,0.1
Waterbedrijven en afvalbeheer,2011,8973,0.8,4.9,9341,5.7,0.4,0.3,0.2,52.1,4.4,0.3,0.1
Waterbedrijven en afvalbeheer,2012,9283,0.8,5.0,9655,5.4,0.3,0.3,0.1,46.4,4.6,0.3,0.1
Waterbedrijven en afvalbeheer,2013,9536,0.8,5.0,9902,5.3,0.3,0.3,0.1,43.5,3.9,0.2,0.1
Waterbedrijven en afvalbeheer,2014,9554,0.8,4.9,9919,5.4,0.3,0.3,0.1,41.1,4.0,0.2,0.1
Waterbedrijven en afvalbeheer,2015,9602,0.9,4.9,9983,5.4,0.3,0.3,0.1,39.0,4.0,0.2,0.1
Waterbedrijven en afvalbeheer,2016,9856,0.9,5.3,10259,5.2,0.4,0.3,0.1,37.1,4.0,0.2,0.1
Waterbedrijven en afvalbeheer,2017,9738,0.9,5.4,10145,5.2,0.3,0.3,0.1,35.3,4.0,0.2,0.1
Waterbedrijven en afvalbeheer,2018,9446,0.9,5.5,9851,5.0,0.4,0.3,0.1,33.8,3.9,0.2,0.1
Waterbedrijven en afvalbeheer,2019,9443,0.9,5.5,9848,4.9,0.4,0.3,0.1,33.8,3.9,0.2,0.1
Bouwnijverheid,1990,2660,0.0,0.4,2673,24.8,2.6,0.0,0.6,104.3,24.9,28.8,4.0
Bouwnijverheid,1991,2774,0.0,0.3,2788,27.8,2.6,0.0,0.7,88.9,23.3,27.6,3.9
Bouwnijverheid,1992,2746,0.0,0.3,2760,27.3,2.6,0.0,0.7,73.6,22.3,25.9,3.7
Bouwnijverheid,1993,2988,0.0,0.3,3004,28.7,2.9,0.0,0.7,58.2,22.3,25.0,3.7
Bouwnijverheid,1994,3123,0.0,0.3,3139,27.1,2.6,0.0,0.7,42.9,20.4,23.3,3.5
Bouwnijverheid,1995,2999,0.0,0.3,3165,25.8,2.5,0.0,0.6,27.5,18.8,21.2,3.2
Bouwnijverheid,1996,3202,0.0,0.3,3404,27.4,2.5,0.0,0.7,0.0,18.2,20.5,3.3
Bouwnijverheid,1997,3131,0.0,0.2,3347,26.8,2.1,0.0,0.7,0.0,17.0,19.6,3.2
Bouwnijverheid,1998,3224,0.0,0.2,3452,26.8,2.2,0.0,0.7,0.0,16.0,18.8,3.1
Bouwnijverheid,1999,3274,0.0,0.2,3411,26.9,2.2,0.1,0.7,25.0,15.4,18.1,3.1
Bouwnijverheid,2000,3181,0.0,0.2,3715,25.5,2.0,0.1,0.6,25.0,14.2,17.8,3.1
Bouwnijverheid,2001,3411,0.0,0.2,3718,25.4,1.8,0.1,0.6,25.0,14.6,15.0,3.2
Bouwnijverheid,2002,3230,0.0,0.2,3383,23.7,1.7,0.1,0.6,25.0,13.4,14.2,3.0
Bouwnijverheid,2003,3190,0.0,0.2,3333,22.2,1.4,0.1,0.5,25.0,12.3,11.3,2.8
Bouwnijverheid,2004,3253,0.0,0.2,3431,21.9,1.4,0.1,0.5,25.0,11.9,9.2,2.7
Bouwnijverheid,2005,3275,0.0,0.2,3407,21.2,1.4,0.1,0.5,25.0,11.7,10.3,2.7
Bouwnijverheid,2006,3249,0.0,0.2,3394,20.2,1.4,0.1,0.5,25.0,11.3,9.5,2.6
Bouwnijverheid,2007,3247,0.0,0.1,3443,19.5,1.3,0.1,0.5,25.0,11.2,9.5,2.6
Bouwnijverheid,2008,3392,0.0,0.1,3606,19.5,0.7,0.1,0.5,25.0,11.8,6.7,2.5
Bouwnijverheid,2009,3379,0.0,0.1,3566,19.0,0.3,0.1,0.4,25.0,11.7,8.3,2.3
Bouwnijverheid,2010,3193,0.0,0.1,3364,17.0,0.1,0.1,0.4,25.0,11.1,8.6,2.0
Bouwnijverheid,2011,3208,0.0,0.1,3440,17.3,0.0,0.1,0.4,25.0,10.9,7.7,1.9
Bouwnijverheid,2012,3136,0.0,0.1,3319,16.5,0.0,0.1,0.4,25.0,10.1,6.9,1.8
Bouwnijverheid,2013,3042,0.0,0.1,3198,15.6,0.0,0.1,0.3,25.0,9.4,6.4,1.7
Bouwnijverheid,2014,3007,0.0,0.1,3155,15.7,0.0,0.1,0.3,25.0,8.8,7.2,1.7
Bouwnijverheid,2015,2999,0.0,0.1,3146,15.3,0.0,0.1,0.3,25.0,8.1,6.4,1.7
Bouwnijverheid,2016,3076,0.0,0.1,3225,15.1,0.0,0.1,0.3,25.0,7.8,5.4,1.7
Bouwnijverheid,2017,3128,0.1,0.1,3277,13.8,0.0,0.1,0.3,25.0,7.4,5.2,1.6
Bouwnijverheid,2018,3446,0.1,0.1,3597,11.8,0.0,0.1,0.3,25.0,7.6,5.2,1.6
Bouwnijverheid,2019,3588,0.1,0.1,3739,11.7,0.0,0.1,0.3,25.0,7.6,5.3,1.7
"Handel, vervoer en horeca",1990,21647,0.4,2.0,21815,261.3,69.4,0.2,7.9,517.9,82.5,78.3,16.3
"Handel, vervoer en horeca",1991,22707,0.4,2.1,22888,261.9,66.2,0.3,7.8,418.4,144.1,74.0,16.0
"Handel, vervoer en horeca",1992,24035,0.5,2.2,24231,273.7,71.5,0.3,8.2,318.9,176.4,70.0,16.4
"Handel, vervoer en horeca",1993,25422,0.5,2.4,25634,276.9,75.0,0.3,8.4,219.4,174.8,65.6,16.4
"Handel, vervoer en horeca",1994,26026,0.5,2.5,26251,280.7,78.6,0.3,8.6,119.8,141.1,61.2,16.5
"Handel, vervoer en horeca",1995,26964,0.6,2.7,27216,278.8,78.8,0.3,8.5,20.3,72.0,55.1,15.8
"Handel, vervoer en horeca",1996,28389,0.6,3.2,28667,277.5,77.8,0.3,8.5,17.3,68.6,48.1,15.4
"Handel, vervoer en horeca",1997,29341,0.6,3.3,29634,285.3,78.1,0.3,8.7,11.3,67.7,43.5,15.6
"Handel, vervoer en horeca",1998,30184,0.7,3.2,30483,295.0,86.8,0.3,9.1,5.6,65.1,42.1,15.8
"Handel, vervoer en horeca",1999,31895,0.7,3.1,32198,321.8,101.5,0.4,10.2,2.8,66.0,40.9,17.5
"Handel, vervoer en horeca",2000,32233,0.7,3.2,32639,326.1,101.5,0.4,10.3,1.4,62.8,35.2,17.7
"Handel, vervoer en horeca",2001,32614,0.7,2.9,33048,324.9,95.6,0.5,10.1,0.5,63.1,33.7,16.8
"Handel, vervoer en horeca",2002,32027,0.7,2.8,32483,313.1,87.0,0.5,9.5,0.0,60.6,30.6,15.3
"Handel, vervoer en horeca",2003,32480,0.7,2.8,32969,320.4,88.1,0.5,9.7,0.0,59.7,29.8,15.2
"Handel, vervoer en horeca",2004,32943,0.7,2.6,33458,324.1,84.0,0.5,9.7,0.0,58.4,27.6,14.5
"Handel, vervoer en horeca",2005,33036,0.8,2.6,33587,326.2,89.3,0.5,9.9,0.0,59.1,31.8,14.7
"Handel, vervoer en horeca",2006,32303,0.8,2.5,32880,291.5,71.7,0.5,8.6,0.0,59.8,30.4,12.4
"Handel, vervoer en horeca",2007,33236,0.8,2.6,33860,315.0,81.2,0.5,9.4,0.0,61.1,31.0,13.5
"Handel, vervoer en horeca",2008,33654,0.9,2.7,34321,319.1,67.5,0.5,9.1,0.0,63.2,30.9,12.8
"Handel, vervoer en horeca",2009,31679,0.9,2.5,32355,295.0,62.8,0.5,8.4,0.0,59.7,28.0,11.9
"Handel, vervoer en horeca",2010,32327,0.9,2.4,33023,284.0,52.0,0.5,7.8,0.0,58.8,29.5,10.8
"Handel, vervoer en horeca",2011,32159,0.9,2.3,32875,262.6,34.8,0.5,6.8,0.0,59.4,28.9,8.8
"Handel, vervoer en horeca",2012,32841,1.0,2.3,33579,268.2,27.9,0.5,6.7,0.0,58.2,28.6,9.0
"Handel, vervoer en horeca",2013,32786,1.0,2.3,33460,270.9,38.5,0.5,7.1,0.0,56.2,27.6,8.8
"Handel, vervoer en horeca",2014,32102,1.0,2.2,32737,266.9,29.5,0.5,6.7,0.0,53.8,26.5,8.9
"Handel, vervoer en horeca",2015,32169,1.0,1.4,32807,253.6,20.6,0.6,6.2,0.0,51.4,26.4,7.5
"Handel, vervoer en horeca",2016,30500,1.1,1.4,31102,248.8,13.6,0.7,5.9,0.0,51.1,25.3,6.3
"Handel, vervoer en horeca",2017,30869,1.1,1.5,31477,247.7,13.5,0.7,5.8,0.0,50.3,25.5,6.2
"Handel, vervoer en horeca",2018,31300,1.1,1.5,31908,247.5,12.5,0.8,5.8,0.0,51.0,25.9,6.2
"Handel, vervoer en horeca",2019,30566,1.1,1.5,31166,239.0,12.2,0.8,5.6,0.0,49.4,25.4,5.9
Handel,1990,3927,0.0,0.7,3951,31.3,2.2,0.1,0.8,327.5,29.9,36.9,2.1
Handel,1991,4234,0.0,0.7,4262,31.9,2.3,0.1,0.8,264.5,59.9,34.7,2.1
Handel,1992,4195,0.0,0.8,4226,32.1,2.4,0.1,0.8,201.6,75.1,32.2,2.1
Handel,1993,4360,0.0,0.9,4394,30.7,2.4,0.2,0.7,138.7,73.4,29.7,2.0
Handel,1994,4227,0.0,1.0,4265,29.3,2.3,0.2,0.7,75.8,55.3,27.0,1.8
Handel,1995,4342,0.0,1.1,4391,28.1,2.2,0.2,0.7,12.9,21.6,24.1,1.6
Handel,1996,4620,0.1,1.4,4678,27.0,1.6,0.2,0.6,11.0,19.6,20.0,1.5
Handel,1997,4397,0.1,1.5,4458,25.1,0.7,0.2,0.6,7.1,18.1,17.7,1.3
Handel,1998,4394,0.1,1.4,4454,24.9,0.8,0.2,0.6,3.5,16.5,16.8,1.3
Handel,1999,4470,0.1,1.4,4527,24.9,0.8,0.2,0.6,1.8,15.7,16.1,1.2
Handel,2000,4424,0.1,1.4,4518,24.1,0.5,0.2,0.6,0.9,14.7,12.1,1.2
Handel,2001,4670,0.1,1.3,4774,23.8,0.1,0.3,0.5,0.3,16.8,11.6,1.2
Handel,2002,4548,0.1,1.2,4661,23.0,0.1,0.3,0.5,0.0,15.9,10.7,1.1
Handel,2003,4644,0.1,1.2,4768,22.5,0.1,0.3,0.5,0.0,15.3,10.3,1.0
Handel,2004,4830,0.1,1.1,4962,22.5,0.1,0.3,0.5,0.0,14.8,10.5,1.0
Handel,2005,4646,0.1,1.1,4790,21.8,0.1,0.3,0.5,0.0,15.0,11.2,0.9
Handel,2006,4646,0.1,1.1,4799,21.3,0.1,0.3,0.5,0.0,15.1,9.2,0.9
Handel,2007,4464,0.1,1.1,4631,20.9,0.1,0.3,0.5,0.0,14.8,9.2,0.8
Handel,2008,4646,0.1,1.2,4829,20.2,0.1,0.3,0.5,0.0,15.7,9.0,0.8
Handel,2009,4538,0.1,1.1,4728,18.8,0.1,0.3,0.4,0.0,14.5,8.1,0.7
Handel,2010,4767,0.1,1.0,4960,17.1,0.0,0.3,0.4,0.0,14.1,10.2,0.6
Handel,2011,4174,0.1,0.9,4369,15.7,0.1,0.3,0.4,0.0,13.4,9.7,0.6
Handel,2012,4293,0.1,0.9,4494,15.3,0.1,0.3,0.3,0.0,12.5,9.3,0.5
Handel,2013,4305,0.1,0.9,4470,14.7,0.0,0.2,0.3,0.0,11.8,8.7,0.5
Handel,2014,3795,0.1,0.8,3938,13.1,0.0,0.2,0.3,0.0,10.8,8.2,0.4
Handel,2015,3897,0.1,0.4,4039,12.5,0.1,0.2,0.3,0.0,9.9,8.3,0.4
Handel,2016,3861,0.1,0.4,3985,11.8,0.1,0.3,0.3,0.0,9.6,7.1,0.4
Handel,2017,4049,0.1,0.4,4175,11.2,0.1,0.3,0.3,0.0,9.5,7.1,0.4
Handel,2018,4019,0.1,0.4,4144,10.2,0.1,0.3,0.2,0.0,9.5,7.1,0.4
Handel,2019,3974,0.1,0.4,4099,10.2,0.1,0.3,0.2,0.0,9.5,7.1,0.4
Vervoer en opslag,1990,16904,0.4,1.1,17043,228.4,67.1,0.1,7.1,145.3,50.6,40.4,14.1
Vervoer en opslag,1991,17555,0.4,1.1,17702,228.4,63.9,0.1,7.0,117.4,50.9,38.4,13.8
Vervoer en opslag,1992,18983,0.4,1.2,19142,240.0,69.0,0.1,7.4,89.5,52.3,36.8,14.2
Vervoer en opslag,1993,20139,0.5,1.2,20309,244.5,72.5,0.1,7.6,61.5,52.5,35.0,14.3
Vervoer en opslag,1994,20935,0.5,1.2,21112,249.7,76.3,0.1,7.8,33.6,52.7,33.3,14.7
Vervoer en opslag,1995,21728,0.5,1.2,21913,249.2,76.5,0.1,7.8,5.6,48.9,30.3,14.1
Vervoer en opslag,1996,22742,0.6,1.2,22940,249.0,76.1,0.1,7.8,4.8,47.5,27.3,13.9
Vervoer en opslag,1997,24035,0.6,1.2,24244,258.8,77.4,0.1,8.0,3.1,48.2,25.0,14.2
Vervoer en opslag,1998,24904,0.6,1.2,25118,268.7,86.0,0.1,8.5,1.5,47.4,24.5,14.5
Vervoer en opslag,1999,26575,0.7,1.2,26801,295.3,100.6,0.2,9.6,0.8,49.1,24.1,16.2
Vervoer en opslag,2000,26960,0.7,1.2,27214,300.6,100.9,0.2,9.7,0.4,47.0,22.5,16.4
Vervoer en opslag,2001,27034,0.7,1.1,27295,299.6,95.5,0.2,9.5,0.1,45.2,21.6,15.6
Vervoer en opslag,2002,26622,0.7,1.1,26888,288.7,86.9,0.2,9.0,0.0,43.6,19.4,14.2
Vervoer en opslag,2003,26946,0.7,1.1,27221,296.5,88.0,0.2,9.2,0.0,43.4,19.0,14.1
Vervoer en opslag,2004,27164,0.7,1.0,27446,300.2,83.9,0.2,9.1,0.0,42.6,16.6,13.5
Vervoer en opslag,2005,27519,0.7,1.0,27817,303.3,89.2,0.2,9.4,0.0,43.1,20.2,13.8
Vervoer en opslag,2006,26783,0.7,1.0,27086,269.0,71.6,0.2,8.1,0.0,43.7,20.8,11.5
Vervoer en opslag,2007,27972,0.8,1.0,28296,293.1,81.1,0.2,8.9,0.0,45.3,21.3,12.6
Vervoer en opslag,2008,28147,0.8,1.0,28487,297.8,67.4,0.2,8.6,0.0,46.5,21.4,12.0
Vervoer en opslag,2009,26279,0.8,0.9,26614,275.2,62.8,0.2,7.9,0.0,44.2,19.5,11.2
Vervoer en opslag,2010,26471,0.8,0.9,26815,265.7,51.9,0.2,7.4,0.0,43.6,18.9,10.1
Vervoer en opslag,2011,27095,0.9,1.0,27456,245.9,34.7,0.2,6.4,0.0,45.0,18.8,8.2
Vervoer en opslag,2012,27481,0.9,1.0,27852,251.8,27.8,0.2,6.3,0.0,44.6,18.8,8.4
Vervoer en opslag,2013,27370,0.9,0.9,27750,255.1,38.5,0.2,6.8,0.0,43.3,18.5,8.3
Vervoer en opslag,2014,27393,0.9,1.0,27777,252.8,29.5,0.3,6.4,0.0,42.0,17.8,8.4
Vervoer en opslag,2015,27273,0.9,0.8,27657,240.2,20.6,0.3,5.9,0.0,40.5,17.6,7.1
Vervoer en opslag,2016,25634,0.9,0.8,26022,236.0,13.5,0.4,5.6,0.0,40.4,17.7,5.9
Vervoer en opslag,2017,25785,1.0,0.8,26176,235.5,13.4,0.4,5.6,0.0,39.6,17.9,5.7
Vervoer en opslag,2018,26257,1.0,0.8,26648,236.4,12.5,0.5,5.5,0.0,40.2,18.3,5.8
Vervoer en opslag,2019,25608,1.0,0.8,25993,228.0,12.1,0.5,5.4,0.0,38.6,17.7,5.5
Vervoer over land,1990,4647,0.0,0.6,4675,71.2,5.2,0.0,1.7,68.4,20.9,10.0,3.9
Vervoer over land,1991,4887,0.1,0.6,4921,73.5,5.4,0.0,1.8,55.3,21.5,10.2,4.0
Vervoer over land,1992,5091,0.1,0.6,5125,73.9,5.6,0.0,1.8,42.1,21.6,9.9,3.9
Vervoer over land,1993,5141,0.1,0.6,5176,70.9,5.6,0.0,1.7,29.0,20.8,9.3,3.7
Vervoer over land,1994,5164,0.1,0.6,5199,68.1,5.4,0.0,1.6,15.9,19.9,8.7,3.5
Vervoer over land,1995,5362,0.1,0.6,5400,66.7,5.1,0.0,1.6,2.8,19.0,7.9,3.4
Vervoer over land,1996,5367,0.1,0.6,5406,63.2,3.8,0.0,1.5,2.3,17.3,7.0,3.1
Vervoer over land,1997,5371,0.1,0.6,5410,61.2,1.7,0.0,1.4,1.5,16.0,6.2,2.7
Vervoer over land,1998,5450,0.1,0.6,5489,60.0,1.7,0.0,1.4,0.7,14.8,5.6,2.5
Vervoer over land,1999,5808,0.1,0.6,5847,62.3,1.8,0.0,1.4,0.4,14.6,5.3,2.4
Vervoer over land,2000,5739,0.1,0.6,5801,60.7,1.1,0.0,1.4,0.2,13.5,4.5,2.1
Vervoer over land,2001,5727,0.1,0.5,5796,60.1,0.3,0.1,1.3,0.1,13.2,4.2,2.0
Vervoer over land,2002,5785,0.1,0.5,5862,59.7,0.2,0.1,1.3,0.0,12.8,3.8,1.8
Vervoer over land,2003,5809,0.1,0.5,5893,59.3,0.2,0.1,1.3,0.0,12.7,3.5,1.7
Vervoer over land,2004,5849,0.1,0.5,5940,59.6,0.2,0.1,1.3,0.0,12.7,3.3,1.6
Vervoer over land,2005,5833,0.1,0.5,5929,59.2,0.1,0.1,1.3,0.0,12.9,3.2,1.6
Vervoer over land,2006,5903,0.1,0.5,6006,58.5,0.2,0.1,1.3,0.0,13.4,2.9,1.5
Vervoer over land,2007,5932,0.1,0.5,6050,57.8,0.1,0.1,1.3,0.0,14.1,2.7,1.4
Vervoer over land,2008,5917,0.1,0.5,6048,54.9,0.1,0.1,1.2,0.0,14.6,2.4,1.3
Vervoer over land,2009,5698,0.2,0.4,5838,50.0,0.1,0.1,1.1,0.0,14.3,2.0,1.1
Vervoer over land,2010,5742,0.2,0.5,5891,46.4,0.1,0.1,1.0,0.0,14.1,1.8,1.0
Vervoer over land,2011,5688,0.2,0.5,5847,44.0,0.0,0.1,1.0,0.0,14.1,1.6,0.9
Vervoer over land,2012,5414,0.2,0.5,5578,38.7,0.0,0.1,0.8,0.0,13.3,1.3,0.8
Vervoer over land,2013,5306,0.2,0.4,5475,35.4,0.0,0.1,0.8,0.0,12.6,1.2,0.7
Vervoer over land,2014,5236,0.3,0.5,5411,31.7,0.0,0.1,0.7,0.0,11.9,1.1,0.6
Vervoer over land,2015,5213,0.3,0.4,5389,28.1,0.0,0.2,0.6,0.0,11.0,1.1,0.6
Vervoer over land,2016,5121,0.3,0.4,5302,25.2,0.0,0.3,0.6,0.0,10.7,1.1,0.6
